id,name,class,mass (g),mass (kg),fall,year,latitude,longitude,GeoLocation
5115,Borrego,L6,2126,2.126,Found,1930,33.26667,-116.38333,"(33.26667, -116.38333)"
14650,Lillaverke,H5,6862,6.862,Fell,1930,56.65,15.86667,"(56.65, 15.86667)"
16738,Moorleah,L6,8887.5,8.8875,Fell,1930,-40.975,145.6,"(-40.975, 145.6)"
18009,Oldenburg (1930),L6,16570,16.57,Fell,1930,52.95,8.16667,"(52.95, 8.16667)"
23893,Tell,H6,16600,16.6,Found,1930,34.38333,-100.4,"(34.38333, -100.4)"
16645,Miller (Arkansas),H5,16700,16.7,Fell,1930,35.4,-92.05,"(35.4, -92.05)"
12264,Karoonda,CK4,41730,41.73,Fell,1930,-35.08333,139.91667,"(-35.08333, 139.91667)"
16630,Miami,H5,57700,57.7,Found,1930,35.66667,-100.6,"(35.66667, -100.6)"
12457,Landes,"Iron, IAB-MG",69800,69.8,Found,1930,38.9,-79.18333,"(38.9, -79.18333)"
24139,Uwharrie,"Iron, IIIAB",72700,72.7,Found,1930,35.51667,-79.96667,"(35.51667, -79.96667)"
5014,Bencubbin,CBa,118000,118,Found,1930,-30.75,117.78333,"(-30.75, 117.78333)"
18101,Paragould,LL5,408000,408,Fell,1930,36.06667,-90.5,"(36.06667, -90.5)"
15456,Mbosi,"Iron, ungrouped",16000000,16000,Found,1930,-9.11667,33.06667,"(-9.11667, 33.06667)"
14714,Lost Lake,L6,11,0.011,Found,1931,37.65,-105.73333,"(37.65, -105.73333)"
12344,Konovo,LL5,90,0.09,Fell,1931,42.51667,26.16667,"(42.51667, 26.16667)"
18865,Pontlyfni,Winonaite,157,0.157,Fell,1931,53.03639,-4.31944,"(53.03639, -4.31944)"
23767,Suwahib (Buwah),H3.8-an,241,0.241,Found,1931,20.05556,51.41667,"(20.05556, 51.41667)"
12412,Lafayette (stone),Martian (nakhlite),800,0.8,Found,1931,40.41667,-86.88333,"(40.41667, -86.88333)"
5371,Clareton,L6,1050,1.05,Found,1931,43.7,-104.7,"(43.7, -104.7)"
18826,Pine River,"Iron, IAB-sLL",3600,3.6,Found,1931,44.21667,-89.1,"(44.21667, -89.1)"
30377,Yukan,LL6,4800,4.8,Fell,1931,28.71667,116.61667,"(28.71667, 116.61667)"
12458,Landor,Iron,9000,9,Found,1931,-25.66667,117,"(-25.66667, 117.0)"
23884,Tatahouine,Diogenite,12000,12,Fell,1931,32.95,10.41667,"(32.95, 10.41667)"
5158,Bruno,"Iron, IIAB",13000,13,Found,1931,52.26667,-105.35,"(52.26667, -105.35)"
471,Alikatnima,"Iron, ungrouped",20000,20,Found,1931,-23.33333,134.11667,"(-23.33333, 134.11667)"
12040,Ioka,L3.5,31500,31.5,Found,1931,40.25,-110.08333,"(40.25, -110.08333)"
18037,Osseo,"Iron, IAB complex",46300,46.3,Found,1931,47.63333,-80.08333,"(47.63333, -80.08333)"
4983,Bear Lodge,"Iron, IIIAB",48500,48.5,Found,1931,44.5,-104.2,"(44.5, -104.2)"
23692,Springwater,"Pallasite, PMG-an",67600,67.6,Found,1931,52,-108.3,"(52.0, -108.3)"
11872,Henbury,"Iron, IIIAB",2000000,2000,Found,1931,-24.56667,133.16667,"(-24.56667, 133.16667)"
16895,Naifa,Iron,8,0.008,Found,1932,19.93333,51.21667,"(19.93333, 51.21667)"
24322,Witsand Farm,LL4,66,0.066,Fell,1932,-28.66667,18.91667,"(-28.66667, 18.91667)"
24120,Umm Tina,L6,70.2,0.0702,Found,1932,19.02778,51.08333,"(19.02778, 51.08333)"
23766,Suwahib ('Ain Sala),H6,106.1,0.1061,Found,1932,19.95556,51.03333,"(19.95556, 51.03333)"
23765,Suwahib (Adraj),L4,118.1,0.1181,Found,1932,20.01667,50.93333,"(20.01667, 50.93333)"
12212,Junction,L5,241,0.241,Found,1932,30.5,-99.83333,"(30.5, -99.83333)"
10118,Föllinge,"Iron, IAB-sLH",400,0.4,Found,1932,63.73333,14.85,"(63.73333, 14.85)"
5499,Cushing,H4,567,0.567,Found,1932,35.96667,-96.76667,"(35.96667, -96.76667)"
5095,Boerne,H6,1100,1.1,Found,1932,29.8,-98.8,"(29.8, -98.8)"
7723,Douar Mghila,LL6,1161,1.161,Fell,1932,32.33333,-6.3,"(32.33333, -6.3)"
18883,Prambachkirchen,L6,2125,2.125,Fell,1932,48.3025,13.94083,"(48.3025, 13.94083)"
12299,Khor Temiki,Aubrite,3200,3.2,Fell,1932,16,36,"(16.0, 36.0)"
12289,Khanpur,LL5,3698,3.698,Fell,1932,25.55,83.11667,"(25.55, 83.11667)"
12385,Kuznetzovo,L6,4047,4.047,Fell,1932,55.2,75.33333,"(55.2, 75.33333)"
2329,Archie,H6,5070,5.07,Fell,1932,38.5,-94.3,"(38.5, -94.3)"
5457,Cowell,"Iron, IIIAB",5717,5.717,Found,1932,-33.3,136.01667,"(-33.3, 136.01667)"
12463,Lanton,"Iron, IIIAB",13780,13.78,Found,1932,36.53333,-91.8,"(36.53333, -91.8)"
16992,Nordheim,"Iron, ungrouped",15150,15.15,Found,1932,28.86667,-97.61667,"(28.86667, -97.61667)"
2286,Altonah,"Iron, IVA",21500,21.5,Found,1932,40.56667,-110.48333,"(40.56667, -110.48333)"
4939,Baquedano,"Iron, IIIAB",22000,22,Found,1932,-23.3,-69.88333,"(-23.3, -69.88333)"
11432,Gualeguaychú,H6,22000,22,Fell,1932,-33,-58.61667,"(-33.0, -58.61667)"
6636,Deelfontein,"Iron, IAB-MG",28000,28,Found,1932,-30.18333,23.26667,"(-30.18333, 23.26667)"
12386,Kyancutta,"Iron, IIIAB",32700,32.7,Found,1932,-33.28333,136,"(-33.28333, 136.0)"
24196,Wagon Mound,L6,87500,87.5,Found,1932,35.84083,-104.58583,"(35.84083, -104.58583)"
11434,Guanghua,"Iron, IVA",190000,190,Found,1932,32.4,111.7,"(32.4, 111.7)"
15393,Malaga,OC,150,0.15,Fell,1933,32.21667,-104,"(32.21667, -104.0)"
7758,Dyarrl Island,Mesosiderite-A1,188,0.188,Fell,1933,-3,151,"(-3.0, 151.0)"
5140,Brient,Eucrite-pmict,219,0.219,Fell,1933,52.13333,59.31667,"(52.13333, 59.31667)"
17936,Noyan-Bogdo,L6,250,0.25,Fell,1933,42.91667,102.46667,"(42.91667, 102.46667)"
4885,Athens,LL6,265,0.265,Fell,1933,34.75,-87,"(34.75, -87.0)"
4938,Banten,CM2,629,0.629,Fell,1933,-6.33333,106,"(-6.33333, 106.0)"
18879,Po-wang Chen,LL,665,0.665,Fell,1933,31.41667,118.5,"(31.41667, 118.5)"
15400,Malvern,Eucrite-pmict,807,0.807,Fell,1933,-29.45,26.76667,"(-29.45, 26.76667)"
11892,Hobbs (b),H5,1600,1.6,Found,1933,32.73333,-103.1,"(32.73333, -103.1)"
11891,Hobbs,H4,2300,2.3,Found,1933,32.73333,-103.1,"(32.73333, -103.1)"
5179,Bushman Land,"Iron, IVA",3000,3,Found,1933,-30,20,"(-30.0, 20.0)"
14698,Loomis,L6,3020,3.02,Found,1933,40.46667,-99.5,"(40.46667, -99.5)"
23513,Shafter Lake,H5,3027,3.027,Found,1933,32.4,-102.58333,"(32.4, -102.58333)"
18799,Pesyanoe,Aubrite,3393,3.393,Fell,1933,55.5,66.08333,"(55.5, 66.08333)"
23614,Sioux County,Eucrite-mmict,4100,4.1,Fell,1933,42.58333,-103.66667,"(42.58333, -103.66667)"
10951,Grady (1933),L3-6,4230,4.23,Found,1933,34.8,-103.31667,"(34.8, -103.31667)"
18110,Pasamonte,Eucrite-pmict,5100,5.1,Fell,1933,36.21667,-103.4,"(36.21667, -103.4)"
15434,Marsland,H5,6850,6.85,Found,1933,42.45,-103.3,"(42.45, -103.3)"
22590,Repeev Khutor,"Iron, IIF",7000,7,Fell,1933,48.6,45.66667,"(48.6, 45.66667)"
18811,Phum Sambo,H4,7800,7.8,Fell,1933,12,105.48333,"(12.0, 105.48333)"
5340,Cherokee Springs,LL6,8400,8.4,Fell,1933,35.03333,-81.88333,"(35.03333, -81.88333)"
11900,Holyoke,H4,11200,11.2,Found,1933,40.56667,-102.3,"(40.56667, -102.3)"
5316,Chajari,L5,18300,18.3,Fell,1933,-30.78333,-58.05,"(-30.78333, -58.05)"
12400,La Lande,L5,30000,30,Found,1933,34.45,-104.13333,"(34.45, -104.13333)"
15475,Melrose (a),L5,36400,36.4,Found,1933,34.38333,-103.61667,"(34.38333, -103.61667)"
30399,Zemaitkiemis,L6,44100,44.1,Fell,1933,55.3,25,"(55.3, 25.0)"
11844,Harrisonville,L6,46500,46.5,Found,1933,38.65,-94.33333,"(38.65, -94.33333)"
22774,Roy (1933),L5,47200,47.2,Found,1933,35.95,-104.2,"(35.95, -104.2)"
18798,Pervomaisky,L6,66000,66,Fell,1933,56.63333,39.43333,"(56.63333, 39.43333)"
12446,Lake Murray,"Iron, IIAB",270000,270,Found,1933,34.1,-97,"(34.1, -97.0)"
24175,Vigo Park,L4,35,0.035,Found,1934,34.68333,-101.38333,"(34.68333, -101.38333)"
22782,Rumuruti,R3.8-6,67,0.067,Fell,1934,0.26667,36.53333,"(0.26667, 36.53333)"
24009,Tirupati,H6,230,0.23,Fell,1934,13.63333,79.41667,"(13.63333, 79.41667)"
23455,Sazovice,L5,412,0.412,Fell,1934,49.23333,17.56667,"(49.23333, 17.56667)"
5264,Capilla del Monte,H6,750,0.75,Fell,1934,-30.88333,-64.55,"(-30.88333, -64.55)"
22611,Rio Negro,L4,1310,1.31,Fell,1934,-26.1,-49.8,"(-26.1, -49.8)"
10079,Fayetteville,H4,2360,2.36,Fell,1934,36.05,-94.16667,"(36.05, -94.16667)"
2291,Amber,L6,4532,4.532,Found,1934,35.16667,-97.88333,"(35.16667, -97.88333)"
22775,Roy (1934),L6,5619,5.619,Found,1934,35.95,-104.2,"(35.95, -104.2)"
11472,Hainaut,H3-6,9000,9,Fell,1934,50.31667,3.73333,"(50.31667, 3.73333)"
22768,Round Top (a),L5,9935,9.935,Found,1934,30.05806,-96.65139,"(30.05806, -96.65139)"
12269,Kearney,H5,10000,10,Found,1934,40.68333,-99.06667,"(40.68333, -99.06667)"
4922,Bahjoi,"Iron, IAB-sLL",10322,10.322,Fell,1934,28.48333,78.5,"(28.48333, 78.5)"
23687,Spearman,"Iron, IIIAB",10400,10.4,Found,1934,36.25,-101.21667,"(36.25, -101.21667)"
10932,Glen Rose (iron),"Iron, ungrouped",11000,11,Found,1934,32.25,-97.71667,"(32.25, -97.71667)"
5440,Cope,H5,12000,12,Found,1934,39.66667,-102.83333,"(39.66667, -102.83333)"
24271,Willard (b),H3.6,12700,12.7,Found,1934,34.5,-105.83333,"(34.5, -105.83333)"
11428,Gruver,H4,13100,13.1,Found,1934,36.33333,-101.4,"(36.33333, -101.4)"
24056,Tryon,L6,15900,15.9,Found,1934,41.55,-100.96667,"(41.55, -100.96667)"
16920,Nashville (iron),Iron,18000,18,Found,1934,35.96667,-77.96667,"(35.96667, -77.96667)"
15405,Mangwendi,LL6,22300,22.3,Fell,1934,-17.65,31.6,"(-17.65, 31.6)"
23785,Taiban,L5,25000,25,Found,1934,34.45,-104.01667,"(34.45, -104.01667)"
24234,Weldona,H4,27700,27.7,Found,1934,40.35,-103.95,"(40.35, -103.95)"
10075,Farmville,H4,56000,56,Fell,1934,35.55,-77.53333,"(35.55, -77.53333)"
5022,Bennett County,"Iron, IIAB",89000,89,Found,1934,43.5,-101.25,"(43.5, -101.25)"
18099,Para de Minas,"Iron, IVA",116300,116.3,Found,1934,-19.86667,-44.61667,"(-19.86667, -44.61667)"
16957,New Mexico,Iron,130,0.13,Found,1935,34.5,-107,"(34.5, -107.0)"
11862,Hawk Springs,H5,367,0.367,Found,1935,41.78333,-104.28333,"(41.78333, -104.28333)"
15380,Madiun,L6,400,0.4,Fell,1935,-7.75,111.53333,"(-7.75, 111.53333)"
23745,Sungach,H5,637,0.637,Fell,1935,44.86667,133.16667,"(44.86667, 133.16667)"
16916,Naruna (a),H4,672.3,0.6723,Found,1935,30.95,-98.26667,"(30.95, -98.26667)"
15457,McAddo,L6,1100,1.1,Found,1935,33.75,-100.93333,"(33.75, -100.93333)"
18807,Phillips County (pallasite),"Pallasite, PMG-an",1360,1.36,Found,1935,40.45,-102.38333,"(40.45, -102.38333)"
18848,Pleasanton,H5,2300,2.3,Found,1935,38.18333,-94.71667,"(38.18333, -94.71667)"
18824,Pine Bluffs,H,2700,2.7,Found,1935,41.18333,-104.06667,"(41.18333, -104.06667)"
18081,Paloduro,"Iron, IIIE",3000,3,Found,1935,34.9,-101.21667,"(34.9, -101.21667)"
16976,Nikolaevka,H4,3996,3.996,Fell,1935,52.45,78.63333,"(52.45, 78.63333)"
18910,Quartz Mountain,"Iron, IIIAB",4832,4.832,Found,1935,37.2,-116.7,"(37.2, -116.7)"
11850,Hasparos,"Iron, IAB-MG",12880,12.88,Found,1935,34,-105.5,"(34.0, -105.5)"
15417,Maria Elena (1935),"Iron, IVA",15500,15.5,Found,1935,-22.33333,-69.66667,"(-22.33333, -69.66667)"
18793,Perpeti,L6,23474,23.474,Fell,1935,23.325,91,"(23.325, 91.0)"
18171,Patwar,Mesosiderite-A1,37350,37.35,Fell,1935,23.15,91.18333,"(23.15, 91.18333)"
17941,Nullarbor 001,H5,40000,40,Found,1935,-31,132,"(-31.0, 132.0)"
14718,Łowicz,Mesosiderite-A3,59000,59,Fell,1935,52,19.91667,"(52.0, 19.91667)"
5284,Carver,"Iron, IIAB",94000,94,Found,1935,32,-86,"(32.0, -86.0)"
16879,Muroc,L,18.4,0.0184,Found,1936,34.91667,-117.83333,"(34.91667, -117.83333)"
11179,Great Bear Lake,H6,40,0.04,Found,1936,66,-120,"(66.0, -120.0)"
5470,Crescent,CM2,78.4,0.0784,Fell,1936,35.95,-97.58333,"(35.95, -97.58333)"
11983,Hugo (stone),H5,80,0.08,Found,1936,39.13333,-103.48333,"(39.13333, -103.48333)"
16880,Muroc Dry Lake,L6,223,0.223,Found,1936,34.91667,-117.83333,"(34.91667, -117.83333)"
24338,Wray (a),H4-an,281.7,0.2817,Found,1936,40.05,-102.2,"(40.05, -102.2)"
16922,Nassirah,H4,347,0.347,Fell,1936,-21.73333,165.9,"(-21.73333, 165.9)"
22646,Rolla (1936),H5,440,0.44,Found,1936,37.11667,-101.6,"(37.11667, -101.6)"
10017,Elkhart,H5,573,0.573,Found,1936,37.01667,-101.88333,"(37.01667, -101.88333)"
11477,Hale Center (no. 1),L5,610,0.61,Found,1936,34.05,-101.75,"(34.05, -101.75)"
11478,Hale Center (no. 2),H4,695,0.695,Found,1936,34.05,-101.75,"(34.05, -101.75)"
421,Aiken,OC,956,0.956,Found,1936,34.2,-101.5,"(34.2, -101.5)"
24134,Ute Creek,H4,1000,1,Found,1936,36.2,-103.9,"(36.2, -103.9)"
12265,Karval,H5,1104,1.104,Found,1936,38.71667,-103.51667,"(38.71667, -103.51667)"
30378,Yurtuk,Howardite,1472,1.472,Fell,1936,47.31667,35.36667,"(47.31667, 35.36667)"
14668,Livingston (Montana),"Iron, IIIAB",1600,1.6,Found,1936,45.6,-110.58333,"(45.6, -110.58333)"
10029,Elton,"Iron, ungrouped",1900,1.9,Found,1936,33.71667,-100.83333,"(33.71667, -100.83333)"
23497,Seneca,H4,1900,1.9,Found,1936,39.83333,-96.06667,"(39.83333, -96.06667)"
15372,Macibini,Eucrite-pmict,1995,1.995,Fell,1936,-28.83333,31.95,"(-28.83333, 31.95)"
10958,Grant County,L6,2300,2.3,Found,1936,37.46667,-101.43333,"(37.46667, -101.43333)"
11995,Ichkala,H6,3973,3.973,Fell,1936,58.2,82.93333,"(58.2, 82.93333)"
18810,Phulmari,Stone-uncl,4064,4.064,Found,1936,20.13333,75.5,"(20.13333, 75.5)"
23522,Shallowater,Aubrite,4650,4.65,Found,1936,33.7,-101.93333,"(33.7, -101.93333)"
18048,Ouallen,H6,5174,5.174,Found,1936,24.16667,0.08333,"(24.16667, 0.08333)"
5287,Cashion,H4,5896.8,5.8968,Found,1936,35.84778,-97.70333,"(35.84778, -97.70333)"
23135,Sanderson,"Iron, IIIAB",6800,6.8,Found,1936,30.13333,-102.15,"(30.13333, -102.15)"
5324,Channing,H5,15300,15.3,Found,1936,35.71667,-102.28333,"(35.71667, -102.28333)"
10073,Farley,H5,19400,19.4,Found,1936,36.33333,-104.05,"(36.33333, -104.05)"
16955,New Leipzig,"Iron, IAB-MG",20000,20,Found,1936,46.36667,-101.95,"(46.36667, -101.95)"
388,Adrian,H4,22600,22.6,Found,1936,35.15,-102.71667,"(35.15, -102.71667)"
16939,Negrillos,"Iron, IIAB",28500,28.5,Found,1936,-19.88333,-69.83333,"(-19.88333, -69.83333)"
2339,Arriba,L5,31100,31.1,Found,1936,39.3,-103.25,"(39.3, -103.25)"
5493,Cuero,H5,46500,46.5,Found,1936,29.01667,-97.28333,"(29.01667, -97.28333)"
10921,Gladstone (stone),H4,57300,57.3,Found,1936,36.3,-104,"(36.3, -104.0)"
15428,Marlow,L5,68000,68,Found,1936,34.6,-97.91667,"(34.6, -97.91667)"
24254,Whitman,H5,221,0.221,Found,1937,42.03333,-101.5,"(42.03333, -101.5)"
12033,Ingalls,H6,226,0.226,Found,1937,37.83333,-100.45,"(37.83333, -100.45)"
23690,Springfield (b),L,229.3,0.2293,Found,1937,37.48333,-102.67667,"(37.48333, -102.67667)"
14669,Livingston (Tennessee),"Iron, IAB-ung",235,0.235,Found,1937,36.41667,-85.25,"(36.41667, -85.25)"
11898,Holly,H4,299,0.299,Found,1937,38.06667,-102.1,"(38.06667, -102.1)"
14764,Mabwe-Khoywa,L5,540,0.54,Fell,1937,19,97,"(19.0, 97.0)"
11910,Horse Creek,"Iron, ungrouped",570,0.57,Found,1937,37.58333,-102.76667,"(37.58333, -102.76667)"
16783,Mount Morris (Wisconsin),"Iron, IAB-an",676,0.676,Found,1937,44,-89.25,"(44.0, -89.25)"
24354,Yalgoo,LL,850,0.85,Found,1937,-28.38333,116.71667,"(-28.38333, 116.71667)"
5129,Brady,L6,927,0.927,Found,1937,31.05,-99.46667,"(31.05, -99.46667)"
11860,Haviland (a),H5,1035,1.035,Found,1937,37.61667,-99.1,"(37.61667, -99.1)"
24202,Waldo,L6,1300,1.3,Found,1937,39.1,-98.83333,"(39.1, -98.83333)"
23649,Smith Center,L6,1585,1.585,Found,1937,39.83333,-99.01667,"(39.83333, -99.01667)"
10089,Ferguson Switch,H5,1700,1.7,Found,1937,34,-101.5,"(34.0, -101.5)"
10048,Erofeevka,H4,1771.9,1.7719,Found,1937,51.86667,70.35,"(51.86667, 70.35)"
450,Alamosa,L6,1800,1.8,Found,1937,37.46667,-105.86667,"(37.46667, -105.86667)"
12217,Kaalijarv,"Iron, IAB-MG",2250,2.25,Found,1937,58.4,22.66667,"(58.4, 22.66667)"
30743,Little Spring Creek,H5,2950,2.95,Found,1937,37.68333,-105.7,"(37.68333, -105.7)"
17931,Novorybinskoe,"Iron, IVA",3055,3.055,Found,1937,51.88333,71.25,"(51.88333, 71.25)"
23689,Springfield,L6,3200,3.2,Found,1937,37.38333,-102.63333,"(37.38333, -102.63333)"
22392,Rangala,L6,3224.5,3.2245,Fell,1937,25.38333,72.01667,"(25.38333, 72.01667)"
12253,Kaptal-Aryk,L6,3500,3.5,Fell,1937,42.45,73.36667,"(42.45, 73.36667)"
12448,Laketon,L6,3600,3.6,Found,1937,35.56667,-100.66667,"(35.56667, -100.66667)"
10076,Farnum,L5,4200,4.2,Found,1937,40.25,-100.23333,"(40.25, -100.23333)"
14654,Lincoln County,L6,4500,4.5,Found,1937,39.36667,-103.16667,"(39.36667, -103.16667)"
5434,Coolidge,C4-ung,4500,4.5,Found,1937,38.03333,-101.98333,"(38.03333, -101.98333)"
5302,Cedar (Kansas),H6,4900,4.9,Found,1937,39.7,-98.98333,"(39.7, -98.98333)"
5288,Casilda,H5,5250,5.25,Found,1937,-33.1,-61.13333,"(-33.1, -61.13333)"
5145,Broken Bow,H4,6800,6.8,Found,1937,41.43333,-99.7,"(41.43333, -99.7)"
11828,Hardwick,L4,7800,7.8,Found,1937,43.8,-96.16667,"(43.8, -96.16667)"
10952,Grady (1937),H3.7,9300,9.3,Found,1937,34.8,-103.31667,"(34.8, -103.31667)"
12197,Johnson City,L6,10400,10.4,Found,1937,37.55,-101.68333,"(37.55, -101.68333)"
5373,Clark County,"Iron, IIIF",11300,11.3,Found,1937,38,-84.16667,"(38.0, -84.16667)"
18783,Peetz,L6,11500,11.5,Found,1937,40.95,-103.08333,"(40.95, -103.08333)"
23526,Shaw,L6/7,17500,17.5,Found,1937,39.53333,-103.33333,"(39.53333, -103.33333)"
2326,Arcadia,LL6,19400,19.4,Found,1937,41.41667,-99.1,"(41.41667, -99.1)"
5143,Bristol,"Iron, IVA",20000,20,Found,1937,36.56667,-82.18333,"(36.56667, -82.18333)"
23888,Tauti,L6,21000,21,Fell,1937,46.71667,23.5,"(46.71667, 23.5)"
23906,Texline,H5,26200,26.2,Found,1937,36.4,-103.01667,"(36.4, -103.01667)"
12410,Ladder Creek,L6,35100,35.1,Found,1937,38.61667,-101.63333,"(38.61667, -101.63333)"
24329,Wonyulgunna,"Iron, IIIAB",37800,37.8,Found,1937,-24.91667,120.06667,"(-24.91667, 120.06667)"
5151,Brownfield (1937),H3.7,40960,40.96,Found,1937,33.21667,-102.18333,"(33.21667, -102.18333)"
12273,Kelly,LL4,44300,44.3,Found,1937,40.46667,-103.03333,"(40.46667, -103.03333)"
4995,Beenham,L5,44400,44.4,Found,1937,36.21667,-103.65,"(36.21667, -103.65)"
12375,Kumerina,"Iron, IIC",53500,53.5,Found,1937,-24.91667,119.41667,"(-24.91667, 119.41667)"
16819,Mrirt,Iron,79900,79.9,Found,1937,33.13333,-5.56667,"(33.13333, -5.56667)"
11452,Gundaring,"Iron, IIIAB",112500,112.5,Found,1937,-33.3,117.66667,"(-33.3, 117.66667)"
23468,Scurry,H5,118000,118,Found,1937,32.5,-101,"(32.5, -101.0)"
12229,Kainsaz,CO3.2,200000,200,Fell,1937,55.43333,53.25,"(55.43333, 53.25)"
18905,Putinga,L6,300000,300,Fell,1937,-29.03333,-53.05,"(-29.03333, -53.05)"
5126,Boxhole,"Iron, IIIAB",500000,500,Found,1937,-22.61667,135.2,"(-22.61667, 135.2)"
14710,Los Sauces,Iron,997000,997,Found,1937,-29.41667,-66.85,"(-29.41667, -66.85)"
2315,Apex,L6,6.1,0.0061,Found,1938,39.75,-105.2,"(39.75, -105.2)"
16928,Nazareth (a),L6,44,0.044,Found,1938,34.5,-102.25,"(34.5, -102.25)"
5076,Bloomington,LL6,67.8,0.0678,Fell,1938,40.48,-89.00417,"(40.48, -89.00417)"
23580,Shohaku,Iron,101,0.101,Found,1938,40.31667,126.91667,"(40.31667, 126.91667)"
18175,Pavlodar (stone),H5,142.5,0.1425,Fell,1938,52.3,77.03333,"(52.3, 77.03333)"
5349,Chicora,LL6,303,0.303,Fell,1938,40.93333,-79.73333,"(40.93333, -79.73333)"
23079,St. Ann,H6,373.5,0.3735,Found,1938,40.45,-100.75,"(40.45, -100.75)"
16947,Ness County (1938),H4,652,0.652,Found,1938,38.48333,-99.91667,"(38.48333, -99.91667)"
12063,Ivuna,CI1,704.5,0.7045,Fell,1938,-8.41667,32.43333,"(-8.41667, 32.43333)"
12266,Kasamatsu,H,710,0.71,Fell,1938,35.36667,136.76667,"(35.36667, 136.76667)"
12743,Lavrentievka,L6,800,0.8,Fell,1938,52.45,51.56667,"(52.45, 51.56667)"
4901,Aurora,H4,1000,1,Found,1938,36.33333,-105.05,"(36.33333, -105.05)"
16625,Metsäkylä,H4,1200,1.2,Found,1938,60.65,27.06667,"(60.65, 27.06667)"
14722,Lubbock,L5,1457.8,1.4578,Found,1938,33.6,-101.73333,"(33.6, -101.73333)"
5021,Benld,H6,1770.5,1.7705,Fell,1938,39.08333,-89.15,"(39.08333, -89.15)"
23886,Tatum,H4,1787,1.787,Found,1938,33.23333,-103.44167,"(33.23333, -103.44167)"
18098,Pantar,H5,2130,2.13,Fell,1938,8.06667,124.28333,"(8.06667, 124.28333)"
12368,Kukschin,L6,2250,2.25,Fell,1938,51.15,31.7,"(51.15, 31.7)"
23601,Silverton (Texas),H4,2576,2.576,Found,1938,34.53333,-101.18333,"(34.53333, -101.18333)"
4913,Aztec,L6,2830,2.83,Fell,1938,36.8,-108,"(36.8, -108.0)"
24268,Wiley,"Iron, IIC",3500,3.5,Found,1938,38.15,-102.66667,"(38.15, -102.66667)"
23669,Soper,"Iron, ungrouped",3700,3.7,Found,1938,34.03333,-95.58333,"(34.03333, -95.58333)"
24339,Wray (b),L5,3884,3.884,Found,1938,40.33083,-102.19583,"(40.33083, -102.19583)"
10862,Garnett,H4,4788,4.788,Found,1938,38.26667,-95.25,"(38.26667, -95.25)"
4886,Atlanta,EL6,5500,5.5,Found,1938,31.8,-92.75,"(31.8, -92.75)"
12205,Juarez,L6,6100,6.1,Found,1938,-37.55,-60.15,"(-37.55, -60.15)"
5198,Calico Rock,"Iron, IIAB",7275,7.275,Found,1938,36.08333,-92.15,"(36.08333, -92.15)"
45813,Mukinbudin,H5,8200,8.2,Found,1938,-30.91667,118.2,"(-30.91667, 118.2)"
4953,Bartlett,"Iron, IIIAB",8590,8.59,Found,1938,30.83333,-97.5,"(30.83333, -97.5)"
11914,Howe,H5,8630,8.63,Found,1938,33.5,-96.6,"(33.5, -96.6)"
22786,Rush Creek,L6,9300,9.3,Found,1938,38.61667,-102.71667,"(38.61667, -102.71667)"
23157,Sandtown,"Iron, IIIAB",9350,9.35,Found,1938,35.93333,-91.63333,"(35.93333, -91.63333)"
11841,Harriman (Om),"Iron, IIIAB",13000,13,Found,1938,35.95,-84.56667,"(35.95, -84.56667)"
449,Alamogordo,H5,13600,13.6,Found,1938,32.9,-105.93333,"(32.9, -105.93333)"
22393,Ransom,H4,15000,15,Found,1938,38.61667,-99.93333,"(38.61667, -99.93333)"
22651,Romero,H4,17200,17.2,Found,1938,35.76667,-102.95,"(35.76667, -102.95)"
5300,Cavour,H6,26210,26.21,Found,1938,44.221494,-98.059192,"(44.221494, -98.059192)"
16718,Monahans (1938),"Iron, IIF",27900,27.9,Found,1938,31.48333,-102.88333,"(31.48333, -102.88333)"
7818,El Simbolar,Iron,40000,40,Found,1938,-30.63333,-64.88333,"(-30.63333, -64.88333)"
5104,Bonita Springs,H5,41800,41.8,Found,1938,26.26667,-81.75,"(26.26667, -81.75)"
397,Agua Blanca,"Iron, IIIAB",49000,49,Found,1938,-28.91667,-66.95,"(-28.91667, -66.95)"
30407,Zhovtnevyi,H6,107000,107,Fell,1938,47.58333,37.25,"(47.58333, 37.25)"
5335,Chebankol,"Iron, IAB-sHL",127760,127.76,Found,1938,53.66667,88,"(53.66667, 88.0)"
10947,Goose Lake,"Iron, IAB-sLL",1169500,1169.5,Found,1938,41.98,-120.54167,"(41.98, -120.54167)"
30410,Zlin,H4,3.3,0.0033,Found,1939,49.25,17.66667,"(49.25, 17.66667)"
23164,Santa Cruz,CM2,60,0.06,Fell,1939,24.16667,-99.33333,"(24.16667, -99.33333)"
22647,Rolla (1939),H4,207.5,0.2075,Found,1939,37.11667,-101.6,"(37.11667, -101.6)"
24218,Washougal,Howardite,225,0.225,Fell,1939,45.58333,-122.35,"(45.58333, -122.35)"
24220,Wathena,"Iron, IIAB",566,0.566,Found,1939,39.81667,-94.91667,"(39.81667, -94.91667)"
17969,Nyaung,"Iron, IIIAB",737.6,0.7376,Fell,1939,21.20833,94.91667,"(21.20833, 94.91667)"
16963,Newsom,L6,892,0.892,Found,1939,37.6,-105.83333,"(37.6, -105.83333)"
15396,Maldyak,"Iron, IIIAB",992,0.992,Found,1939,63.33333,148.16667,"(63.33333, 148.16667)"
