id,name,class,mass (g),mass (kg),fall,year,latitude,longitude,GeoLocation
16988,Nogata,L6,472,0.472,Fell,860,33.725,130.75,"(33.725, 130.75)"
7823,Elbogen,"Iron, IID",107000,107,Fell,1399,50.18333,12.73333,"(50.18333, 12.73333)"
22614,Rivolta de Bassi,Stone-uncl,103.3,0.1033,Fell,1490,45.48333,9.51667,"(45.48333, 9.51667)"
10039,Ensisheim,LL6,127000,127,Fell,1491,47.86667,7.35,"(47.86667, 7.35)"
5247,Campo del Cielo,"Iron, IAB-MG",50000000,50000,Found,1575,-27.46667,-60.58333,"(-27.46667, -60.58333)"
5295,Castrovillari,Stone-uncl,15000,15,Fell,1583,39.8,16.2,"(39.8, 16.2)"
16745,Morito,"Iron, IIIAB",10100000,10100,Found,1600,27.05,-105.43333,"(27.05, -105.43333)"
12069,Jalandhar,Iron,1967,1.967,Fell,1621,31,75,"(31.0, 75.0)"
23732,Stretchleigh,Stone-uncl,10400,10.4,Fell,1623,50.38333,-3.95,"(50.38333, -3.95)"
11855,Hatford,Stone-uncl,29000,29,Fell,1628,51.65,-1.51667,"(51.65, -1.51667)"
16692,Minamino,L,1040,1.04,Fell,1632,35.07833,136.93333,"(35.07833, 136.93333)"
16805,Mount Vaisi,Stone-uncl,17000,17,Fell,1637,44.08333,6.86667,"(44.08333, 6.86667)"
24143,Vago,H6,40,0.04,Fell,1668,45.41667,11.13333,"(45.41667, 11.13333)"
18033,Ortenau,Stone-uncl,4500,4.5,Fell,1671,48.5,8,"(48.5, 8.0)"
23187,Sasagase,H,695,0.695,Fell,1688,34.71667,137.78333,"(34.71667, 137.78333)"
23457,Schellin,L,7000,7,Fell,1715,53.35,15.05,"(53.35, 15.05)"
23615,Siratik,"Iron, IIAB",1700,1.7,Found,1716,14,-11,"(14.0, -11.0)"
18849,Ploschkovitz,L5,39,0.039,Fell,1723,50.53333,14.11667,"(50.53333, 14.11667)"
23722,Steinbach,"Iron, IVA-an",98000,98,Found,1724,50.5,12.5,"(50.5, 12.5)"
22396,Rasgrad,Stone-uncl,24700,24.7,Fell,1740,43.5,26.53333,"(43.5, 26.53333)"
17994,Ogi,H6,14360,14.36,Fell,1741,33.28333,130.2,"(33.28333, 130.2)"
12356,Krasnojarsk,"Pallasite, PMG-an",700000,700,Found,1749,54.9,91.8,"(54.9, 91.8)"
11916,Hraschina,"Iron, IID",49000,49,Fell,1751,46.1,16.33333,"(46.1, 16.33333)"
23776,Tabor,H5,7540,7.54,Fell,1753,49.4,14.65,"(49.4, 14.65)"
14757,Luponnas,H3-5,14000,14,Fell,1753,46.21667,5,"(46.21667, 5.0)"
453,Albareto,L/LL4,2000,2,Fell,1766,44.65,11.01667,"(44.65, 11.01667)"
14724,Lucé,L6,3500,3.5,Fell,1768,47.85,0.48333,"(47.85, 0.48333)"
15446,Mauerkirchen,L6,19000,19,Fell,1768,48.18333,13.13333,"(48.18333, 13.13333)"
23495,Sena,H4,4000,4,Fell,1773,41.71667,-0.05,"(41.71667, -0.05)"
22642,Rodach,Stone-uncl,2900,2.9,Fell,1775,50.35,10.8,"(50.35, 10.8)"
24018,Toluca,"Iron, IAB-sLL",3000000,3000,Found,1776,19.56667,-99.56667,"(19.56667, -99.56667)"
14695,Longchang,"Iron, IVA-an",158500,158.5,Found,1781,29.3,105.3,"(29.3, 105.3)"
23587,Sierra Blanca,"Iron, IAB?",405,0.405,Found,1784,27.15,-104.9,"(27.15, -104.9)"
5015,Bendegó,"Iron, IC",5360000,5360,Found,1784,-10.11667,-39.2,"(-10.11667, -39.2)"
7775,Eichstädt,H5,3000,3,Fell,1785,48.9,11.21667,"(48.9, 11.21667)"
12291,Kharkov,L6,1500,1.5,Fell,1787,50.625,35.075,"(50.625, 35.075)"
4942,Barbotan,H5,6400,6.4,Fell,1790,43.95,-0.05,"(43.95, -0.05)"
30381,Zacatecas (1792),"Iron, ungrouped",1000000,1000,Found,1792,22.81667,-102.56667,"(22.81667, -102.56667)"
5261,Cape of Good Hope,"Iron, IVB",136000,136,Found,1793,-33.5,26,"(-33.5, 26.0)"
23586,Siena,LL5,3700,3.7,Fell,1794,43.11667,11.6,"(43.11667, 11.6)"
16851,Mulletiwu,L,25.5,0.0255,Fell,1795,9.33333,80.83333,"(9.33333, 80.83333)"
24325,Wold Cottage,L6,25000,25,Fell,1795,54.13667,-0.41333,"(54.13667, -0.41333)"
5063,Bjelaja Zerkov,H6,1850,1.85,Fell,1796,49.78333,30.16667,"(49.78333, 30.16667)"
18876,Portugal,Stone-uncl,4500,4.5,Fell,1796,38.5,-8,"(38.5, -8.0)"
18884,Prambanan,"Iron, ungrouped",500000,500,Found,1797,-7.56667,110.83333,"(-7.56667, 110.83333)"
5011,Benares (a),LL4,3700,3.7,Fell,1798,25.36667,82.91667,"(25.36667, 82.91667)"
23111,Salles,L5,9000,9,Fell,1798,46.05,4.63333,"(46.05, 4.63333)"
15447,Mauritius,L6,220,0.22,Fell,1801,-20,57,"(-20.0, 57.0)"
15443,Mässing,Howardite,1600,1.6,Fell,1803,48.13333,12.61667,"(48.13333, 12.61667)"
2320,Apt,L6,3200,3.2,Fell,1803,43.86667,5.38333,"(43.86667, 5.38333)"
12434,L'Aigle,L6,37000,37,Fell,1803,48.76667,0.63333,"(48.76667, 0.63333)"
5093,Bocas,L6,56,0.056,Fell,1804,23,-102,"(23.0, -102.0)"
6603,Darmstadt,H5,100,0.1,Fell,1804,49.86667,8.65,"(49.86667, 8.65)"
11884,High Possil,L6,4500,4.5,Fell,1804,55.9,-4.23333,"(55.9, -4.23333)"
16705,Misteca,"Iron, ungrouped",10000,10,Found,1804,16.8,-97.1,"(16.8, -97.1)"
5326,Charcas,"Iron, IIIAB",1400000,1400,Found,1804,23.08333,-101.01667,"(23.08333, -101.01667)"
2345,Asco,H6,41,0.041,Fell,1805,42.45,9.03333,"(42.45, 9.03333)"
7718,Doroninsk,H5-7,3891,3.891,Fell,1805,51.2,112.3,"(51.2, 112.3)"
5062,Bitburg,"Iron, IAB complex",1500000,1500,Found,1805,49.96667,6.53333,"(49.96667, 6.53333)"
448,Alais,CI1,6000,6,Fell,1806,44.11667,4.08333,"(44.11667, 4.08333)"
24004,Timochin,H5,65500,65.5,Fell,1807,54.5,35.2,"(54.5, 35.2)"
24249,Weston,H4,150000,150,Fell,1807,41.266667,-73.266667,"(41.266667, -73.266667)"
16740,Moradabad,L6,70,0.07,Fell,1808,28.78333,78.83333,"(28.78333, 78.83333)"
5110,Borgo San Donino,LL6,1676,1.676,Fell,1808,44.86667,10.05,"(44.86667, 10.05)"
14661,Lissa,L6,12800,12.8,Fell,1808,50.2,14.85,"(50.2, 14.85)"
23713,Stannern,Eucrite-mmict,52000,52,Fell,1808,49.28333,15.56667,"(49.28333, 15.56667)"
22548,Red River,"Iron, IIIAB",800000,800,Found,1808,32,-95,"(32.0, -95.0)"
12306,Kikino,H6,195,0.195,Fell,1809,55,34,"(55.0, 34.0)"
5296,Caswell County,OC,1360,1.36,Fell,1810,36.5,-79.25,"(36.5, -79.25)"
16737,Mooresfort,H5,3520,3.52,Fell,1810,52.45,-8.33333,"(52.45, -8.33333)"
5329,Charsonville,H6,27000,27,Fell,1810,47.93333,1.56667,"(47.93333, 1.56667)"
5130,Brahin,"Pallasite, PMG",823000,823,Found,1810,52.5,30.33333,"(52.5, 30.33333)"
23167,Santa Rosa,"Iron, IC",825000,825,Found,1810,5.91667,-73,"(5.91667, -73.0)"
18902,Punganaru,Stone-uncl,100,0.1,Fell,1811,13.33333,78.95,"(13.33333, 78.95)"
5029,Berlanguillas,L6,1440,1.44,Fell,1811,41.68333,-3.8,"(41.68333, -3.8)"
12370,Kuleschovka,L6,6000,6,Fell,1811,50.75,33.5,"(50.75, 33.5)"
5114,Borodino,H5,500,0.5,Fell,1812,55.46667,35.86667,"(55.46667, 35.86667)"
24036,Toulouse,H6,1030,1.03,Fell,1812,43.6,1.4,"(43.6, 1.4)"
10049,Erxleben,H6,2250,2.25,Fell,1812,52.21667,11.25,"(52.21667, 11.25)"
5325,Chantonnay,L6,31500,31.5,Fell,1812,46.68333,1.05,"(46.68333, 1.05)"
14756,Luotolax,Howardite,885,0.885,Fell,1813,61.2,27.7,"(61.2, 27.7)"
14652,Limerick,H5,50000,50,Fell,1813,52.56667,-8.78333,"(52.56667, -8.78333)"
5314,Chail,H6,0.5,0.0005,Fell,1814,25.36667,81.66667,"(25.36667, 81.66667)"
11464,Gurram Konda,L6,28,0.028,Fell,1814,13.78333,78.56667,"(13.78333, 78.56667)"
4917,Bachmut,L6,18000,18,Fell,1814,48.6,38,"(48.6, 38.0)"
392,Agen,H5,30000,30,Fell,1814,44.21667,0.61667,"(44.21667, 0.61667)"
12763,Lenarto,"Iron, IIIAB",108500,108.5,Found,1814,49,21,"(49.0, 21.0)"
5331,Chassigny,Martian (chassignite),4000,4,Fell,1815,47.71667,5.36667,"(47.71667, 5.36667)"
7750,Durala,L6,13200,13.2,Fell,1815,30.3,76.63333,"(30.3, 76.63333)"
11468,Hachi-oji,H?,0.2,0.0002,Fell,1817,35.65,139.33333,"(35.65, 139.33333)"
23645,Slobodka,L4,2750,2.75,Fell,1818,55,35,"(55.0, 35.0)"
30379,Zaborzika,L6,3867,3.867,Fell,1818,50.28333,27.68333,"(50.28333, 27.68333)"
23501,Seres,H4,8500,8.5,Fell,1818,41.05,23.56667,"(41.05, 23.56667)"
5203,Cambria,"Iron, ungrouped",16300,16.3,Found,1818,43.2,-78.8,"(43.2, -78.8)"
5262,Cape York,"Iron, IIIAB",58200000,58200,Found,1818,76.13333,-64.93333,"(76.13333, -64.93333)"
18853,Pohlitz,L5,3000,3,Fell,1819,50.93333,12.13333,"(50.93333, 12.13333)"
12202,Jonzac,Eucrite-mmict,5000,5,Fell,1819,45.43333,-0.45,"(45.43333, -0.45)"
5172,Burlington,"Iron, IIIE",68000,68,Found,1819,42.75,-75.18333,"(42.75, -75.18333)"
14670,Lixna,H4,5213,5.213,Fell,1820,56,26.43333,"(56.0, 26.43333)"
12214,Juvinas,Eucrite-mmict,91000,91,Fell,1821,44.71667,4.3,"(44.71667, 4.3)"
12221,Kadonah,H6,89,0.089,Fell,1822,27.08333,78.33333,"(27.08333, 78.33333)"
24112,Umbala,LL5,100,0.1,Fell,1822,30.33333,76.33333,"(30.33333, 76.33333)"
10041,Épinal,H5,277,0.277,Fell,1822,48.18333,6.46667,"(48.18333, 6.46667)"
11444,Guilford County,"Iron, IIIAB",1100,1.1,Found,1822,35.56667,-79.83333,"(35.56667, -79.83333)"
10839,Futtehpur,L6,4000,4,Fell,1822,25.95,80.81667,"(25.95, 80.81667)"
12025,Imilac,"Pallasite, PMG",920000,920,Found,1822,-24.20333,-68.80667,"(-24.20333, -68.80667)"
5117,Botschetschki,L4,614,0.614,Fell,1823,51.33333,33.88333,"(51.33333, 33.88333)"
16984,Nobleborough,Eucrite-pmict,2300,2.3,Fell,1823,44.08333,-69.48333,"(44.08333, -69.48333)"
22586,Renazzo,CR2,1000,1,Fell,1824,44.76667,11.28333,"(44.76667, 11.28333)"
30397,Zebrak,H5,2000,2,Fell,1824,49.88333,13.91667,"(49.88333, 13.91667)"
24037,Tounkin,OC,2000,2,Fell,1824,51.73333,102.53333,"(51.73333, 102.53333)"
11904,Honolulu,L5,2420,2.42,Fell,1825,21.3,-157.86667,"(21.3, -157.86667)"
16904,Nanjemoy,H6,7500,7.5,Fell,1825,38.41667,-77.16667,"(38.41667, -77.16667)"
30349,Yanhuitlan,"Iron, IVA",421000,421,Found,1825,17.53333,-97.35,"(17.53333, -97.35)"
16696,Mineo,Pallasite,42,0.042,Fell,1826,37.28333,14.7,"(37.28333, 14.7)"
10846,Galapian,H6,132.7,0.1327,Fell,1826,44.3,0.4,"(44.3, 0.4)"
18176,Pavlograd,L6,40000,40,Fell,1826,48.53333,35.98333,"(48.53333, 35.98333)"
16629,Mhow,L6,350,0.35,Fell,1827,25.9,83.61667,"(25.9, 83.61667)"
5042,Bialystok,Eucrite-pmict,4000,4,Fell,1827,53.1,23.2,"(53.1, 23.2)"
7728,Drake Creek,L6,5000,5,Fell,1827,36.4,-86.5,"(36.4, -86.5)"
22603,Richmond,LL5,1800,1.8,Fell,1828,37.46667,-77.5,"(37.46667, -77.5)"
12393,La Caille,"Iron, ungrouped",626000,626,Found,1828,43.73333,6.78333,"(43.73333, 6.78333)"
6634,Deal,L6,28,0.028,Fell,1829,40.25,-74,"(40.25, -74.0)"
12355,Krasnoi-Ugol,L6,2440,2.44,Fell,1829,54.03333,40.9,"(54.03333, 40.9)"
10164,Forsyth,L6,16300,16.3,Fell,1829,33.01667,-83.96667,"(33.01667, -83.96667)"
5099,Bohumilitz,"Iron, IAB-MG",59000,59,Found,1829,49.05,13.76667,"(49.05, 13.76667)"
18797,Perth,LL5,2,0.002,Fell,1830,56.4,-3.43333,"(56.4, -3.43333)"
12740,Launton,L6,1060,1.06,Fell,1830,51.9,-1.11667,"(51.9, -1.11667)"
24244,Wessely,H5,3750,3.75,Fell,1831,48.95,17.38333,"(48.95, 17.38333)"
24191,Vouillé,L6,20000,20,Fell,1831,46.63333,0.16667,"(46.63333, 0.16667)"
24204,Walker County,"Iron, IIAB",74800,74.8,Found,1832,34,-87.16667,"(34.0, -87.16667)"
5072,Blansko,H6,470,0.47,Fell,1833,49.36667,16.63333,"(49.36667, 16.63333)"
18002,Okniny,LL6,12000,12,Fell,1834,50.83333,25.5,"(50.83333, 25.5)"
5330,Charwallas,H6,12000,12,Fell,1834,29.48333,75.5,"(29.48333, 75.5)"
14651,Lime Creek,"Iron, IAB-ung",20000,20,Found,1834,31.55,-87.51667,"(31.55, -87.51667)"
461,Aldsworth,LL5,700,0.7,Fell,1835,51.78333,-1.78333,"(51.78333, -1.78333)"
5328,Charlotte,"Iron, IVA",4300,4.3,Fell,1835,36.16667,-87.33333,"(36.16667, -87.33333)"
4893,Aubres,Aubrite,800,0.8,Fell,1836,44.38333,5.16667,"(44.38333, 5.16667)"
15438,Mascombes,L6,1000,1,Fell,1836,45.36667,1.86667,"(45.36667, 1.86667)"
15370,Macau,H5,1500,1.5,Fell,1836,-5.2,-36.66667,"(-5.2, -36.66667)"
24257,Wichita County,"Iron, IAB-MG",145000,145,Found,1836,34.06667,-98.91667,"(34.06667, -98.91667)"
10912,Gibeon,"Iron, IVA",26000000,26000,Found,1836,-25.5,18,"(-25.5, 18.0)"
10051,Esnandes,L6,1500,1.5,Fell,1837,46.25,-1.1,"(46.25, -1.1)"
11207,Gross-Divina,H5,10500,10.5,Fell,1837,49.26667,18.71667,"(49.26667, 18.71667)"
30366,Yonozu,H4/5,31650,31.65,Fell,1837,37.75,139,"(37.75, 139.0)"
5450,Cosby's Creek,"Iron, IAB-MG",960000,960,Found,1837,35.78333,-83.25,"(35.78333, -83.25)"
5387,Coahuila,"Iron, IIAB",2100000,2100,Found,1837,28.7,-102.73333,"(28.7, -102.73333)"
12222,Kaee,H5,230,0.23,Fell,1838,27.25,79.96667,"(27.25, 79.96667)"
16729,Montlivault,L6,500,0.5,Fell,1838,47.63333,1.58333,"(47.63333, 1.58333)"
23646,Slobodka (of P. Partsch),L6,950,0.95,Found,1838,55,35,"(55.0, 35.0)"
23602,Simbirsk (of P. Partsch),OC,1500,1.5,Found,1838,54.3,48.4,"(54.3, 48.4)"
427,Akbarpur,H4,1800,1.8,Fell,1838,29.71667,77.95,"(29.71667, 77.95)"
5397,Cold Bokkeveld,CM2,5200,5.2,Fell,1838,-33.13333,19.38333,"(-33.13333, 19.38333)"
5320,Chandakapur,L5,8800,8.8,Fell,1838,20.26667,76.01667,"(20.26667, 76.01667)"
14664,Little Piney,L5,491,0.491,Fell,1839,37.91667,-92.08333,"(37.91667, -92.08333)"
2347,Asheville,"Iron, IIIAB",800,0.8,Found,1839,35.58333,-82.53333,"(35.58333, -82.53333)"
5066,Black Mountain,"Iron, IAB-MG",800,0.8,Found,1839,35.58333,-82.35,"(35.58333, -82.35)"
23650,Smithland,"Iron, IVA",5000,5,Found,1839,37.13333,-88.4,"(37.13333, -88.4)"
18906,Putnam County,"Iron, IVA",32700,32.7,Found,1839,33.25,-83.25,"(33.25, -83.25)"
8,Abo,H,1.2,0.0012,Found,1840,60.43333,22.3,"(60.43333, 22.3)"
24103,Uden,LL7,710,0.71,Fell,1840,51.65,5.61667,"(51.65, 5.61667)"
12256,Karakol,LL6,3000,3,Fell,1840,47.21667,81.01667,"(47.21667, 81.01667)"
5308,Cereseto,H5,6460,6.46,Fell,1840,45.08333,8.3,"(45.08333, 8.3)"
23654,Smithville,"Iron, IAB-MG",70500,70.5,Found,1840,35.98333,-85.85,"(35.98333, -85.85)"
5282,Carthage,"Iron, IIIAB",127000,127,Found,1840,36.26667,-85.98333,"(36.26667, -85.98333)"
15388,Magura,"Iron, IAB-MG",150000,150,Found,1840,49.33333,19.48333,"(49.33333, 19.48333)"
11426,Grüneberg,H4,1000,1,Fell,1841,51.93333,15.5,"(51.93333, 15.5)"
23082,St. Christophe-la-Chartreuse,L6,5500,5.5,Fell,1841,46.95,-1.5,"(46.95, -1.5)"
18803,Petropavlovsk,"Iron, ungrouped",7000,7,Found,1841,53.35,87.18333,"(53.35, 87.18333)"
5332,Château-Renard,L6,30000,30,Fell,1841,47.93333,2.91667,"(47.93333, 2.91667)"
4900,Aumieres,L6,2000,2,Fell,1842,44.33333,3.23333,"(44.33333, 3.23333)"
4946,Barea,Mesosiderite-A1,3200,3.2,Fell,1842,42.38333,-2.5,"(42.38333, -2.5)"
4916,Babb's Mill (Troost's Iron),"Iron, ungrouped",6400,6.4,Found,1842,36.3,-82.88333,"(36.3, -82.88333)"
16640,Milena,L6,10000,10,Fell,1842,46.18333,16.1,"(46.18333, 16.1)"
15403,Manegaon,Diogenite,50,0.05,Fell,1843,20.96667,76.1,"(20.96667, 76.1)"
5027,Berdyansk,L6,2250,2.25,Found,1843,46.75,36.81667,"(46.75, 36.81667)"
12332,Klein-Wenden,H6,3250,3.25,Fell,1843,51.6,10.8,"(51.6, 10.8)"
5059,Bishopville,Aubrite,6000,6,Fell,1843,34.16667,-80.28333,"(34.16667, -80.28333)"
24165,Verkhne Tschirskaia,H5,8000,8,Fell,1843,48.41667,43.2,"(48.41667, 43.2)"
24135,Utrecht,L6,9700,9.7,Fell,1843,52.11667,5.18333,"(52.11667, 5.18333)"
12309,Killeter,H6,140,0.14,Fell,1844,54.66667,-7.66667,"(54.66667, -7.66667)"
5451,Cosina,H5,1200,1.2,Fell,1844,21.16667,-100.86667,"(21.16667, -100.86667)"
10078,Favars,H5,1500,1.5,Fell,1844,44.38333,2.81667,"(44.38333, 2.81667)"
22779,Ruff's Mountain,"Iron, IIIAB",53070,53.07,Found,1844,34.3,-81.4,"(34.3, -81.4)"
12749,Le Teilleul,Howardite,780,0.78,Fell,1845,48.53333,-0.86667,"(48.53333, -0.86667)"
12748,Le Pressoir,H5,3000,3,Fell,1845,47.16667,0.43333,"(47.16667, 0.43333)"
4951,Barratta,L4,200000,200,Found,1845,-35.3,144.56667,"(-35.3, 144.56667)"
12066,Jackson County,"Iron, IIIAB",450,0.45,Found,1846,36.41667,-85.5,"(36.41667, -85.5)"
5260,Cape Girardeau,H6,2300,2.3,Fell,1846,37.26667,-89.58333,"(37.26667, -89.58333)"
2351,Assam,L5,2700,2.7,Found,1846,26,92,"(26.0, 92.0)"
16726,Monte Milone,L5,3130,3.13,Fell,1846,43.26667,13.35,"(43.26667, 13.35)"
23460,Schönenberg,L6,8000,8,Fell,1846,48.11667,10.46667,"(48.11667, 10.46667)"
6637,Deep Springs,"Iron, ungrouped",11500,11.5,Found,1846,36.5,-79.75,"(36.5, -79.75)"
16949,Netschaëvo,"Iron, IIE-an",250000,250,Found,1846,54.23333,35.15,"(54.23333, 35.15)"
16877,Murfreesboro,"Iron, ungrouped",8600,8.6,Found,1847,35.83333,-86.41667,"(35.83333, -86.41667)"
23612,Singhur,Pallasite?,14180,14.18,Found,1847,18.31667,73.91667,"(18.31667, 73.91667)"
15424,Marion (Iowa),L6,28400,28.4,Fell,1847,41.9,-91.6,"(41.9, -91.6)"
5133,Braunau,"Iron, IIAB",39000,39,Fell,1847,50.6,16.3,"(50.6, 16.3)"
23474,Seeläsgen,"Iron, IAB-MG",102000,102,Found,1847,52.26667,15.55,"(52.26667, 15.55)"
5293,Castine,L6,94,0.094,Fell,1848,44.38333,-68.75,"(44.38333, -68.75)"
23621,Ski,L6,850,0.85,Fell,1848,59.73333,10.86667,"(59.73333, 10.86667)"
6699,Dharwar,OC,1800,1.8,Fell,1848,14.88333,75.6,"(14.88333, 75.6)"
15429,Marmande,L5,3000,3,Fell,1848,44.5,0.15,"(44.5, 0.15)"
10835,Fukue,Iron,7.3,0.0073,Found,1849,32.7,128.85,"(32.7, 128.85)"
16720,Monroe,H4,8600,8.6,Fell,1849,35.25,-80.5,"(35.25, -80.5)"
5343,Chesterville,"Iron, IIAB",16500,16.5,Found,1849,34.7,-81.2,"(34.7, -81.2)"
5116,Botetourt County,Iron,500,0.5,Found,1850,37.5,-79.75,"(37.5, -79.75)"
18838,Pittsburg,"Iron, IAB-MG",600,0.6,Found,1850,40.43333,-80,"(40.43333, -80.0)"
23113,Salt River,"Iron, IIC",3600,3.6,Found,1850,37.95,-85.78333,"(37.95, -85.78333)"
23498,Seneca Falls,"Iron, IIIAB",4000,4,Found,1850,42.91667,-76.78333,"(42.91667, -76.78333)"
23521,Shalka,Diogenite,4000,4,Fell,1850,23.1,87.3,"(23.1, 87.3)"
23461,Schwetz,"Iron, IIIAB",21500,21.5,Found,1850,53.4,18.45,"(53.4, 18.45)"
12286,Kesen,H4,135000,135,Fell,1850,38.98333,141.61667,"(38.98333, 141.61667)"
24061,Tucson,"Iron, ungrouped",975000,975,Found,1850,31.85,-110.96667,"(31.85, -110.96667)"
22363,Quincay,L6,65,0.065,Fell,1851,46.6,0.25,"(46.6, 0.25)"
11466,Gütersloh,H3/4,1000,1,Fell,1851,51.91667,8.38333,"(51.91667, 8.38333)"
17959,Nulles,H6,5000,5,Fell,1851,41.63333,0.75,"(41.63333, 0.75)"
5462,Cranberry Plains,"Iron, IVA",90,0.09,Found,1852,37.23333,-80.73333,"(37.23333, -80.73333)"
5181,Bustee,Aubrite,1500,1.5,Fell,1852,26.78333,82.83333,"(26.78333, 82.83333)"
15389,Mainz,L6,1700,1.7,Found,1852,50,8.26667,"(50.0, 8.26667)"
5113,Borkut,L5,7000,7,Fell,1852,48.15,24.28333,"(48.15, 24.28333)"
30358,Yatoor,H5,13600,13.6,Fell,1852,14.3,79.76667,"(14.3, 79.76667)"
16628,Mezö-Madaras,L3.7,22700,22.7,Fell,1852,46.5,25.73333,"(46.5, 25.73333)"
22643,Rodeo,"Iron, IID",44000,44,Found,1852,25.33333,-104.66667,"(25.33333, -104.66667)"
5363,Chupaderos,"Iron, IIIAB",24300000,24300,Found,1852,27,-105.1,"(27.0, -105.1)"
7752,Duruma,L6,577,0.577,Fell,1853,-4,39.5,"(-4.0, 39.5)"
24122,Union County,"Iron, IC",6800,6.8,Found,1853,34.75,-84,"(34.75, -84.0)"
23476,Segowlie,LL6,6930,6.93,Fell,1853,26.75,84.78333,"(26.75, 84.78333)"
10917,Girgenti,L6,18000,18,Fell,1853,37.31667,13.56667,"(37.31667, 13.56667)"
23891,Tazewell,"Iron, IAB-sLH",27000,27,Found,1853,36.43333,-83.75,"(36.43333, -83.75)"
23774,Tabarz,"Iron, IAB-MG",150,0.15,Found,1854,50.88333,10.51667,"(50.88333, 10.51667)"
18003,Oktibbeha County,"Iron, IAB-ung",156,0.156,Found,1854,33.5,-89,"(33.5, -89.0)"
10034,Emmitsburg,"Iron, IIIAB?",450,0.45,Found,1854,39.71667,-77.3,"(39.71667, -77.3)"
14655,Linum,L6,1862,1.862,Fell,1854,52.75,12.9,"(52.75, 12.9)"
23178,Sarepta,"Iron, IAB-MG",14000,14,Found,1854,48.48333,44.81667,"(48.48333, 44.81667)"
24166,Verkhne Udinsk,"Iron, IIIAB",18000,18,Found,1854,54.76667,113.98333,"(54.76667, 113.98333)"
7738,Duel Hill (1854),"Iron, IVA",21800,21.8,Found,1854,35.85,-82.7,"(35.85, -82.7)"
15381,Madoc,"Iron, IIIAB",168000,168,Found,1854,44.5,-77.46667,"(44.5, -77.46667)"
5463,Cranbourne,"Iron, IAB-MG",8600000,8600,Found,1854,-38.1,145.3,"(-38.1, 145.3)"
4907,Avilez,H,146,0.146,Fell,1855,25,-103.5,"(25.0, -103.5)"
23083,St. Denis Westrem,L6,700,0.7,Fell,1855,51.05,3.75,"(51.05, 3.75)"
22792,Sabetmahet,H5,1250,1.25,Fell,1855,27.43333,82.08333,"(27.43333, 82.08333)"
18801,Petersburg,Eucrite-pmict,1800,1.8,Fell,1855,35.3,-86.63333,"(35.3, -86.63333)"
17989,Oesel,L6,6000,6,Fell,1855,58.5,23,"(58.5, 23.0)"
5135,Bremervörde,H/L3.9,7250,7.25,Fell,1855,53.4,9.1,"(53.4, 9.1)"
4950,Barranca Blanca,"Iron, IIE-an",12000,12,Found,1855,-28.08333,-69.33333,"(-28.08333, -69.33333)"
16915,Narraburra,"Iron, IIIAB",32200,32.2,Found,1855,-34.25,147.7,"(-34.25, 147.7)"
18023,Orange River (iron),"Iron, IIIAB",148800,148.8,Found,1855,-30,25,"(-30.0, 25.0)"
18058,Oviedo,H5,205,0.205,Fell,1856,43.4,-5.86667,"(43.4, -5.86667)"
6659,Denton County,"Iron, IIIAB",5400,5.4,Found,1856,33,-97,"(33.0, -97.0)"
24046,Trenzano,H3/4,11800,11.8,Fell,1856,45.46667,10,"(45.46667, 10.0)"
10167,Fort Pierre,"Iron, IIIAB",15900,15.9,Found,1856,44.35,-100.38333,"(44.35, -100.38333)"
11473,Hainholz,Mesosiderite-A4,16500,16.5,Found,1856,52.28333,8.91667,"(52.28333, 8.91667)"
16942,Nelson County,"Iron, IIIF",73030,73.03,Found,1856,37.75,-85.5,"(37.75, -85.5)"
12769,Les Ormes,L6,125,0.125,Fell,1857,48.35,3.25,"(48.35, 3.25)"
11875,Heredia,H5,1000,1,Fell,1857,10,-84.1,"(10.0, -84.1)"
23717,Stavropol,L6,1500,1.5,Fell,1857,45.05,41.98333,"(45.05, 41.98333)"
12741,Laurens County,"Iron, ungrouped",2150,2.15,Found,1857,34.5,-82.03333,"(34.5, -82.03333)"
12218,Kaba,CV3,3000,3,Fell,1857,47.35,21.3,"(47.35, 21.3)"
22358,Quenggouk,H4,6045,6.045,Fell,1857,17.76667,95.18333,"(17.76667, 95.18333)"
14673,Locust Grove,"Iron, IIAB",10000,10,Found,1857,33.33333,-84.1,"(33.33333, -84.1)"
17995,Ohaba,H5,16250,16.25,Fell,1857,46.06667,23.58333,"(46.06667, 23.58333)"
18108,Parnallee,LL3.6,77600,77.6,Fell,1857,9.23333,78.35,"(9.23333, 78.35)"
16694,Mincy,Mesosiderite-B4,89400,89.4,Found,1857,36.55,-93.1,"(36.55, -93.1)"
30411,Zmenj,Howardite,246,0.246,Fell,1858,51.83333,26.83333,"(51.83333, 26.83333)"
12231,Kakowa,L6,577,0.577,Fell,1858,45.13333,21.66667,"(45.13333, 21.66667)"
12175,Joel's Iron,"Iron, IIIAB",1300,1.3,Found,1858,-24,-69,"(-24.0, -69.0)"
24336,Wooster,"Iron, IAB-sLL",22700,22.7,Found,1858,40.76667,-81.95,"(40.76667, -81.95)"
4903,Ausson,L5,50000,50,Fell,1858,43.08333,0.58333,"(43.08333, 0.58333)"
4897,Augusta County,"Iron, IIIAB",76000,76,Found,1858,38.16667,-79.08333,"(38.16667, -79.08333)"
16715,Molina,H5,144000,144,Fell,1858,38.11667,-1.16667,"(38.11667, -1.16667)"
